,country,type,direction,interval_index,time_start_cet,time_end_cet,entsoe_reservation_price,currency,realization_day
19010,SK,mFRR,Down,7,06:00:00,07:00:00,5.0,EUR,2021-07-24
19011,SK,mFRR,Down,8,07:00:00,08:00:00,5.0,EUR,2021-07-24
19012,SK,mFRR,Down,9,08:00:00,09:00:00,0.0,EUR,2021-07-24
19013,SK,mFRR,Down,10,09:00:00,10:00:00,0.0,EUR,2021-07-24
19014,SK,mFRR,Down,11,10:00:00,11:00:00,0.0,EUR,2021-07-24
19015,SK,mFRR,Down,12,11:00:00,12:00:00,0.0,EUR,2021-07-24
19016,SK,mFRR,Down,13,12:00:00,13:00:00,5.0,EUR,2021-07-24
19017,SK,mFRR,Down,14,13:00:00,14:00:00,5.0,EUR,2021-07-24
19018,SK,mFRR,Down,15,14:00:00,15:00:00,5.0,EUR,2021-07-24
19019,SK,mFRR,Down,16,15:00:00,16:00:00,5.0,EUR,2021-07-24
19020,SK,mFRR,Down,17,16:00:00,17:00:00,5.0,EUR,2021-07-24
19021,SK,mFRR,Down,18,17:00:00,18:00:00,5.0,EUR,2021-07-24
19022,SK,mFRR,Down,19,18:00:00,19:00:00,5.0,EUR,2021-07-24
19023,SK,mFRR,Down,20,19:00:00,20:00:00,0.0,EUR,2021-07-24
19024,SK,mFRR,Down,21,20:00:00,21:00:00,0.0,EUR,2021-07-24
19025,SK,mFRR,Down,22,21:00:00,22:00:00,0.0,EUR,2021-07-24
19026,SK,mFRR,Down,23,22:00:00,23:00:00,0.0,EUR,2021-07-24
19027,SK,mFRR,Down,24,23:00:00,00:00:00,5.0,EUR,2021-07-24
19028,SK,mFRR,Up,1,00:00:00,01:00:00,0.0,EUR,2021-07-24
19029,SK,mFRR,Up,2,01:00:00,02:00:00,0.0,EUR,2021-07-24
19030,SK,mFRR,Up,3,02:00:00,03:00:00,0.0,EUR,2021-07-24
19031,SK,mFRR,Up,4,03:00:00,04:00:00,0.0,EUR,2021-07-24
19032,SK,mFRR,Up,5,04:00:00,05:00:00,0.0,EUR,2021-07-24
19033,SK,mFRR,Up,6,05:00:00,06:00:00,0.0,EUR,2021-07-24
19034,SK,mFRR,Up,7,06:00:00,07:00:00,0.0,EUR,2021-07-24
19035,SK,mFRR,Up,8,07:00:00,08:00:00,0.0,EUR,2021-07-24
19036,SK,mFRR,Up,9,08:00:00,09:00:00,0.0,EUR,2021-07-24
19037,SK,mFRR,Up,10,09:00:00,10:00:00,0.0,EUR,2021-07-24
19038,SK,mFRR,Up,11,10:00:00,11:00:00,0.0,EUR,2021-07-24
19039,SK,mFRR,Up,12,11:00:00,12:00:00,0.0,EUR,2021-07-24
19040,SK,mFRR,Up,13,12:00:00,13:00:00,0.0,EUR,2021-07-24
19041,SK,mFRR,Up,14,13:00:00,14:00:00,0.0,EUR,2021-07-24
19042,SK,mFRR,Up,15,14:00:00,15:00:00,0.0,EUR,2021-07-24
19043,SK,mFRR,Up,16,15:00:00,16:00:00,0.0,EUR,2021-07-24
19044,SK,mFRR,Up,17,16:00:00,17:00:00,0.0,EUR,2021-07-24
19045,SK,mFRR,Up,18,17:00:00,18:00:00,0.0,EUR,2021-07-24
19046,SK,mFRR,Up,19,18:00:00,19:00:00,0.0,EUR,2021-07-24
19047,SK,mFRR,Up,20,19:00:00,20:00:00,0.0,EUR,2021-07-24
19048,SK,mFRR,Up,21,20:00:00,21:00:00,0.0,EUR,2021-07-24
19049,SK,mFRR,Up,22,21:00:00,22:00:00,0.0,EUR,2021-07-24
19050,SK,mFRR,Up,23,22:00:00,23:00:00,0.0,EUR,2021-07-24
19051,SK,mFRR,Up,24,23:00:00,00:00:00,0.0,EUR,2021-07-24
19052,SK,mFRR,Down,1,00:00:00,01:00:00,0.0,EUR,2021-07-24
19053,SK,mFRR,Down,2,01:00:00,02:00:00,0.0,EUR,2021-07-24
19054,SK,mFRR,Down,3,02:00:00,03:00:00,0.0,EUR,2021-07-24
19055,SK,mFRR,Down,4,03:00:00,04:00:00,0.0,EUR,2021-07-24
19056,SK,mFRR,Down,5,04:00:00,05:00:00,0.0,EUR,2021-07-24
19057,SK,mFRR,Down,6,05:00:00,06:00:00,0.0,EUR,2021-07-24
19058,SK,mFRR,Down,7,06:00:00,07:00:00,0.0,EUR,2021-07-24
19059,SK,mFRR,Down,8,07:00:00,08:00:00,0.0,EUR,2021-07-24
19060,SK,mFRR,Down,9,08:00:00,09:00:00,2.59,EUR,2021-07-24
19061,SK,mFRR,Down,10,09:00:00,10:00:00,2.59,EUR,2021-07-24
19062,SK,mFRR,Down,11,10:00:00,11:00:00,2.59,EUR,2021-07-24
19063,SK,mFRR,Down,12,11:00:00,12:00:00,2.59,EUR,2021-07-24
19064,SK,mFRR,Down,13,12:00:00,13:00:00,0.0,EUR,2021-07-24
19065,SK,mFRR,Down,14,13:00:00,14:00:00,0.0,EUR,2021-07-24
19066,SK,mFRR,Down,15,14:00:00,15:00:00,0.0,EUR,2021-07-24
19067,SK,mFRR,Down,16,15:00:00,16:00:00,0.0,EUR,2021-07-24
19068,SK,mFRR,Down,17,16:00:00,17:00:00,0.0,EUR,2021-07-24
19069,SK,mFRR,Down,18,17:00:00,18:00:00,0.0,EUR,2021-07-24
19070,SK,mFRR,Down,19,18:00:00,19:00:00,0.0,EUR,2021-07-24
19071,SK,mFRR,Down,20,19:00:00,20:00:00,2.59,EUR,2021-07-24
19072,SK,mFRR,Down,21,20:00:00,21:00:00,2.59,EUR,2021-07-24
19073,SK,mFRR,Down,22,21:00:00,22:00:00,2.59,EUR,2021-07-24
19074,SK,mFRR,Down,23,22:00:00,23:00:00,2.59,EUR,2021-07-24
19075,SK,mFRR,Down,24,23:00:00,00:00:00,0.0,EUR,2021-07-24
19076,SK,mFRR,Up,1,00:00:00,01:00:00,0.0,EUR,2021-07-24
19077,SK,mFRR,Up,2,01:00:00,02:00:00,0.0,EUR,2021-07-24
19078,SK,mFRR,Up,3,02:00:00,03:00:00,0.0,EUR,2021-07-24
19079,SK,mFRR,Up,4,03:00:00,04:00:00,0.0,EUR,2021-07-24
19080,SK,mFRR,Up,5,04:00:00,05:00:00,0.0,EUR,2021-07-24
19081,SK,mFRR,Up,6,05:00:00,06:00:00,0.0,EUR,2021-07-24
19082,SK,mFRR,Up,7,06:00:00,07:00:00,0.0,EUR,2021-07-24
19083,SK,mFRR,Up,8,07:00:00,08:00:00,0.0,EUR,2021-07-24
19084,SK,mFRR,Up,9,08:00:00,09:00:00,0.0,EUR,2021-07-24
19085,SK,mFRR,Up,10,09:00:00,10:00:00,0.0,EUR,2021-07-24
19086,SK,mFRR,Up,11,10:00:00,11:00:00,0.0,EUR,2021-07-24
19087,SK,mFRR,Up,12,11:00:00,12:00:00,0.0,EUR,2021-07-24
19088,SK,mFRR,Up,13,12:00:00,13:00:00,0.0,EUR,2021-07-24
19089,SK,mFRR,Up,14,13:00:00,14:00:00,0.0,EUR,2021-07-24
19090,SK,mFRR,Up,15,14:00:00,15:00:00,0.0,EUR,2021-07-24
19091,SK,mFRR,Up,16,15:00:00,16:00:00,0.0,EUR,2021-07-24
19092,SK,mFRR,Up,17,16:00:00,17:00:00,0.0,EUR,2021-07-24
19093,SK,mFRR,Up,18,17:00:00,18:00:00,0.0,EUR,2021-07-24
19094,SK,mFRR,Up,19,18:00:00,19:00:00,0.0,EUR,2021-07-24
19095,SK,mFRR,Up,20,19:00:00,20:00:00,0.0,EUR,2021-07-24
19096,SK,mFRR,Up,21,20:00:00,21:00:00,0.0,EUR,2021-07-24
19097,SK,mFRR,Up,22,21:00:00,22:00:00,0.0,EUR,2021-07-24
19098,SK,mFRR,Up,23,22:00:00,23:00:00,0.0,EUR,2021-07-24
19099,SK,mFRR,Up,24,23:00:00,00:00:00,0.0,EUR,2021-07-24
19100,SK,mFRR,Up,1,00:00:00,01:00:00,0.0,EUR,2021-08-11
19101,SK,mFRR,Up,2,01:00:00,02:00:00,0.0,EUR,2021-08-11
19102,SK,mFRR,Up,3,02:00:00,03:00:00,0.0,EUR,2021-08-11
19103,SK,mFRR,Up,4,03:00:00,04:00:00,0.0,EUR,2021-08-11
19104,SK,mFRR,Up,5,04:00:00,05:00:00,0.0,EUR,2021-08-11
19105,SK,mFRR,Up,6,05:00:00,06:00:00,0.0,EUR,2021-08-11
19106,SK,mFRR,Up,7,06:00:00,07:00:00,0.0,EUR,2021-08-11
19107,SK,mFRR,Up,8,07:00:00,08:00:00,0.0,EUR,2021-08-11
19108,SK,mFRR,Up,9,08:00:00,09:00:00,0.0,EUR,2021-08-11
19109,SK,mFRR,Up,10,09:00:00,10:00:00,0.0,EUR,2021-08-11
19110,SK,mFRR,Up,11,10:00:00,11:00:00,0.0,EUR,2021-08-11
19111,SK,mFRR,Up,12,11:00:00,12:00:00,0.0,EUR,2021-08-11
19112,SK,mFRR,Up,13,12:00:00,13:00:00,0.0,EUR,2021-08-11
19113,SK,mFRR,Up,14,13:00:00,14:00:00,0.0,EUR,2021-08-11
19114,SK,mFRR,Up,15,14:00:00,15:00:00,0.0,EUR,2021-08-11
19115,SK,mFRR,Up,16,15:00:00,16:00:00,0.0,EUR,2021-08-11
19116,SK,mFRR,Up,17,16:00:00,17:00:00,0.0,EUR,2021-08-11
19117,SK,mFRR,Up,18,17:00:00,18:00:00,0.0,EUR,2021-08-11
19118,SK,mFRR,Up,19,18:00:00,19:00:00,0.0,EUR,2021-08-11
19119,SK,mFRR,Up,20,19:00:00,20:00:00,0.0,EUR,2021-08-11
19120,SK,mFRR,Up,21,20:00:00,21:00:00,0.0,EUR,2021-08-11
19121,SK,mFRR,Up,22,21:00:00,22:00:00,0.0,EUR,2021-08-11
19122,SK,mFRR,Up,23,22:00:00,23:00:00,0.0,EUR,2021-08-11
19123,SK,mFRR,Up,24,23:00:00,00:00:00,0.0,EUR,2021-08-11
19124,SK,mFRR,Down,1,00:00:00,01:00:00,0.0,EUR,2021-08-11
19125,SK,mFRR,Down,2,01:00:00,02:00:00,0.0,EUR,2021-08-11
19126,SK,mFRR,Down,3,02:00:00,03:00:00,0.0,EUR,2021-08-11
19127,SK,mFRR,Down,4,03:00:00,04:00:00,0.0,EUR,2021-08-11
19128,SK,mFRR,Down,5,04:00:00,05:00:00,0.0,EUR,2021-08-11
19129,SK,mFRR,Down,6,05:00:00,06:00:00,0.0,EUR,2021-08-11
19130,SK,mFRR,Down,7,06:00:00,07:00:00,0.0,EUR,2021-08-11
19131,SK,mFRR,Down,8,07:00:00,08:00:00,0.0,EUR,2021-08-11
19132,SK,mFRR,Down,9,08:00:00,09:00:00,0.0,EUR,2021-08-11
19133,SK,mFRR,Down,10,09:00:00,10:00:00,0.0,EUR,2021-08-11
19134,SK,mFRR,Down,11,10:00:00,11:00:00,0.0,EUR,2021-08-11
19135,SK,mFRR,Down,12,11:00:00,12:00:00,0.0,EUR,2021-08-11
19136,SK,mFRR,Down,13,12:00:00,13:00:00,0.0,EUR,2021-08-11
19137,SK,mFRR,Down,14,13:00:00,14:00:00,0.0,EUR,2021-08-11
19138,SK,mFRR,Down,15,14:00:00,15:00:00,0.0,EUR,2021-08-11
19139,SK,mFRR,Down,16,15:00:00,16:00:00,0.0,EUR,2021-08-11
19140,SK,mFRR,Down,17,16:00:00,17:00:00,0.0,EUR,2021-08-11
19141,SK,mFRR,Down,18,17:00:00,18:00:00,0.0,EUR,2021-08-11
19142,SK,mFRR,Down,19,18:00:00,19:00:00,0.0,EUR,2021-08-11
19143,SK,mFRR,Down,20,19:00:00,20:00:00,0.0,EUR,2021-08-11
19144,SK,mFRR,Down,21,20:00:00,21:00:00,0.0,EUR,2021-08-11
19145,SK,mFRR,Down,22,21:00:00,22:00:00,0.0,EUR,2021-08-11
19146,SK,mFRR,Down,23,22:00:00,23:00:00,0.0,EUR,2021-08-11
19147,SK,mFRR,Down,24,23:00:00,00:00:00,0.0,EUR,2021-08-11
19148,SK,mFRR,Down,1,00:00:00,01:00:00,5.0,EUR,2021-08-11
19149,SK,mFRR,Down,2,01:00:00,02:00:00,5.0,EUR,2021-08-11
19150,SK,mFRR,Down,3,02:00:00,03:00:00,5.0,EUR,2021-08-11
19151,SK,mFRR,Down,4,03:00:00,04:00:00,5.0,EUR,2021-08-11
19152,SK,mFRR,Down,5,04:00:00,05:00:00,5.0,EUR,2021-08-11
19153,SK,mFRR,Down,6,05:00:00,06:00:00,5.0,EUR,2021-08-11
19154,SK,mFRR,Down,7,06:00:00,07:00:00,5.0,EUR,2021-08-11
19155,SK,mFRR,Down,8,07:00:00,08:00:00,5.0,EUR,2021-08-11
19156,SK,mFRR,Down,9,08:00:00,09:00:00,5.0,EUR,2021-08-11
19157,SK,mFRR,Down,10,09:00:00,10:00:00,5.0,EUR,2021-08-11
19158,SK,mFRR,Down,11,10:00:00,11:00:00,5.0,EUR,2021-08-11
19159,SK,mFRR,Down,12,11:00:00,12:00:00,5.0,EUR,2021-08-11
19160,SK,mFRR,Down,13,12:00:00,13:00:00,5.0,EUR,2021-08-11
19161,SK,mFRR,Down,14,13:00:00,14:00:00,5.0,EUR,2021-08-11
19162,SK,mFRR,Down,15,14:00:00,15:00:00,5.0,EUR,2021-08-11
19163,SK,mFRR,Down,16,15:00:00,16:00:00,5.0,EUR,2021-08-11
19164,SK,mFRR,Down,17,16:00:00,17:00:00,5.0,EUR,2021-08-11
19165,SK,mFRR,Down,18,17:00:00,18:00:00,5.0,EUR,2021-08-11
19166,SK,mFRR,Down,19,18:00:00,19:00:00,5.0,EUR,2021-08-11
19167,SK,mFRR,Down,20,19:00:00,20:00:00,5.0,EUR,2021-08-11
19168,SK,mFRR,Down,21,20:00:00,21:00:00,5.0,EUR,2021-08-11
19169,SK,mFRR,Down,22,21:00:00,22:00:00,5.0,EUR,2021-08-11
19170,SK,mFRR,Down,23,22:00:00,23:00:00,5.0,EUR,2021-08-11
19171,SK,mFRR,Down,24,23:00:00,00:00:00,5.0,EUR,2021-08-11
19172,SK,mFRR,Up,1,00:00:00,01:00:00,0.0,EUR,2021-08-11
19173,SK,mFRR,Up,2,01:00:00,02:00:00,0.0,EUR,2021-08-11
19174,SK,mFRR,Up,3,02:00:00,03:00:00,0.0,EUR,2021-08-11
19175,SK,mFRR,Up,4,03:00:00,04:00:00,0.0,EUR,2021-08-11
19176,SK,mFRR,Up,5,04:00:00,05:00:00,0.0,EUR,2021-08-11
19177,SK,mFRR,Up,6,05:00:00,06:00:00,0.0,EUR,2021-08-11
19178,SK,mFRR,Up,7,06:00:00,07:00:00,0.0,EUR,2021-08-11
19179,SK,mFRR,Up,8,07:00:00,08:00:00,0.0,EUR,2021-08-11
19180,SK,mFRR,Up,9,08:00:00,09:00:00,0.0,EUR,2021-08-11
19181,SK,mFRR,Up,10,09:00:00,10:00:00,0.0,EUR,2021-08-11
19182,SK,mFRR,Up,11,10:00:00,11:00:00,0.0,EUR,2021-08-11
19183,SK,mFRR,Up,12,11:00:00,12:00:00,0.0,EUR,2021-08-11
19184,SK,mFRR,Up,13,12:00:00,13:00:00,0.0,EUR,2021-08-11
19185,SK,mFRR,Up,14,13:00:00,14:00:00,0.0,EUR,2021-08-11
19186,SK,mFRR,Up,15,14:00:00,15:00:00,0.0,EUR,2021-08-11
19187,SK,mFRR,Up,16,15:00:00,16:00:00,0.0,EUR,2021-08-11
19188,SK,mFRR,Up,17,16:00:00,17:00:00,0.0,EUR,2021-08-11
19189,SK,mFRR,Up,18,17:00:00,18:00:00,0.0,EUR,2021-08-11
19190,SK,mFRR,Up,19,18:00:00,19:00:00,0.0,EUR,2021-08-11
19191,SK,mFRR,Up,20,19:00:00,20:00:00,0.0,EUR,2021-08-11
19192,SK,mFRR,Up,21,20:00:00,21:00:00,0.0,EUR,2021-08-11
19193,SK,mFRR,Up,22,21:00:00,22:00:00,0.0,EUR,2021-08-11
19194,SK,mFRR,Up,23,22:00:00,23:00:00,0.0,EUR,2021-08-11
19195,SK,mFRR,Up,24,23:00:00,00:00:00,0.0,EUR,2021-08-11
19196,SK,mFRR,Up,1,00:00:00,01:00:00,0.0,EUR,2021-07-25
19197,SK,mFRR,Up,2,01:00:00,02:00:00,0.0,EUR,2021-07-25
19198,SK,mFRR,Up,3,02:00:00,03:00:00,0.0,EUR,2021-07-25
19199,SK,mFRR,Up,4,03:00:00,04:00:00,0.0,EUR,2021-07-25
19200,SK,mFRR,Up,5,04:00:00,05:00:00,0.0,EUR,2021-07-25
19201,SK,mFRR,Up,6,05:00:00,06:00:00,0.0,EUR,2021-07-25
19202,SK,mFRR,Up,7,06:00:00,07:00:00,0.0,EUR,2021-07-25
19203,SK,mFRR,Up,8,07:00:00,08:00:00,0.0,EUR,2021-07-25
19204,SK,mFRR,Up,9,08:00:00,09:00:00,0.0,EUR,2021-07-25
19205,SK,mFRR,Up,10,09:00:00,10:00:00,0.0,EUR,2021-07-25
19206,SK,mFRR,Up,11,10:00:00,11:00:00,0.0,EUR,2021-07-25
19207,SK,mFRR,Up,12,11:00:00,12:00:00,0.0,EUR,2021-07-25
19208,SK,mFRR,Up,13,12:00:00,13:00:00,0.0,EUR,2021-07-25
19209,SK,mFRR,Up,14,13:00:00,14:00:00,0.0,EUR,2021-07-25
19210,SK,mFRR,Up,15,14:00:00,15:00:00,0.0,EUR,2021-07-25
19211,SK,mFRR,Up,16,15:00:00,16:00:00,0.0,EUR,2021-07-25
19212,SK,mFRR,Up,17,16:00:00,17:00:00,0.0,EUR,2021-07-25
19213,SK,mFRR,Up,18,17:00:00,18:00:00,0.0,EUR,2021-07-25
19214,SK,mFRR,Up,19,18:00:00,19:00:00,0.0,EUR,2021-07-25
19215,SK,mFRR,Up,20,19:00:00,20:00:00,0.0,EUR,2021-07-25
19216,SK,mFRR,Up,21,20:00:00,21:00:00,0.0,EUR,2021-07-25
19217,SK,mFRR,Up,22,21:00:00,22:00:00,0.0,EUR,2021-07-25
19218,SK,mFRR,Up,23,22:00:00,23:00:00,0.0,EUR,2021-07-25
19219,SK,mFRR,Up,24,23:00:00,00:00:00,0.0,EUR,2021-07-25
19220,SK,mFRR,Down,1,00:00:00,01:00:00,0.0,EUR,2021-07-25
19221,SK,mFRR,Down,2,01:00:00,02:00:00,0.0,EUR,2021-07-25
19222,SK,mFRR,Down,3,02:00:00,03:00:00,0.0,EUR,2021-07-25
19223,SK,mFRR,Down,4,03:00:00,04:00:00,0.0,EUR,2021-07-25
19224,SK,mFRR,Down,5,04:00:00,05:00:00,0.0,EUR,2021-07-25
19225,SK,mFRR,Down,6,05:00:00,06:00:00,0.0,EUR,2021-07-25
19226,SK,mFRR,Down,7,06:00:00,07:00:00,0.0,EUR,2021-07-25
19227,SK,mFRR,Down,8,07:00:00,08:00:00,0.0,EUR,2021-07-25
19228,SK,mFRR,Down,9,08:00:00,09:00:00,0.0,EUR,2021-07-25
19229,SK,mFRR,Down,10,09:00:00,10:00:00,0.0,EUR,2021-07-25
19230,SK,mFRR,Down,11,10:00:00,11:00:00,0.0,EUR,2021-07-25
19231,SK,mFRR,Down,12,11:00:00,12:00:00,0.0,EUR,2021-07-25
19232,SK,mFRR,Down,13,12:00:00,13:00:00,0.0,EUR,2021-07-25
19233,SK,mFRR,Down,14,13:00:00,14:00:00,0.0,EUR,2021-07-25
19234,SK,mFRR,Down,15,14:00:00,15:00:00,0.0,EUR,2021-07-25
19235,SK,mFRR,Down,16,15:00:00,16:00:00,0.0,EUR,2021-07-25
19236,SK,mFRR,Down,17,16:00:00,17:00:00,0.0,EUR,2021-07-25
19237,SK,mFRR,Down,18,17:00:00,18:00:00,0.0,EUR,2021-07-25
19238,SK,mFRR,Down,19,18:00:00,19:00:00,0.0,EUR,2021-07-25
19239,SK,mFRR,Down,20,19:00:00,20:00:00,2.59,EUR,2021-07-25
19240,SK,mFRR,Down,21,20:00:00,21:00:00,2.59,EUR,2021-07-25
19241,SK,mFRR,Down,22,21:00:00,22:00:00,2.59,EUR,2021-07-25
19242,SK,mFRR,Down,23,22:00:00,23:00:00,2.59,EUR,2021-07-25
19243,SK,mFRR,Down,24,23:00:00,00:00:00,0.0,EUR,2021-07-25
19244,SK,mFRR,Down,1,00:00:00,01:00:00,5.0,EUR,2021-07-25
19245,SK,mFRR,Down,2,01:00:00,02:00:00,5.0,EUR,2021-07-25
19246,SK,mFRR,Down,3,02:00:00,03:00:00,5.0,EUR,2021-07-25
19247,SK,mFRR,Down,4,03:00:00,04:00:00,5.0,EUR,2021-07-25
19248,SK,mFRR,Down,5,04:00:00,05:00:00,5.0,EUR,2021-07-25
19249,SK,mFRR,Down,6,05:00:00,06:00:00,5.0,EUR,2021-07-25
19250,SK,mFRR,Down,7,06:00:00,07:00:00,5.0,EUR,2021-07-25
19251,SK,mFRR,Down,8,07:00:00,08:00:00,5.0,EUR,2021-07-25
19252,SK,mFRR,Down,9,08:00:00,09:00:00,5.0,EUR,2021-07-25
19253,SK,mFRR,Down,10,09:00:00,10:00:00,5.0,EUR,2021-07-25
19254,SK,mFRR,Down,11,10:00:00,11:00:00,5.0,EUR,2021-07-25
19255,SK,mFRR,Down,12,11:00:00,12:00:00,5.0,EUR,2021-07-25
19256,SK,mFRR,Down,13,12:00:00,13:00:00,5.0,EUR,2021-07-25
19257,SK,mFRR,Down,14,13:00:00,14:00:00,5.0,EUR,2021-07-25
19258,SK,mFRR,Down,15,14:00:00,15:00:00,5.0,EUR,2021-07-25
19259,SK,mFRR,Down,16,15:00:00,16:00:00,5.0,EUR,2021-07-25
19260,SK,mFRR,Down,17,16:00:00,17:00:00,5.0,EUR,2021-07-25
19261,SK,mFRR,Down,18,17:00:00,18:00:00,5.0,EUR,2021-07-25
19262,SK,mFRR,Down,19,18:00:00,19:00:00,5.0,EUR,2021-07-25
19263,SK,mFRR,Down,20,19:00:00,20:00:00,0.0,EUR,2021-07-25
19264,SK,mFRR,Down,21,20:00:00,21:00:00,0.0,EUR,2021-07-25
19265,SK,mFRR,Down,22,21:00:00,22:00:00,0.0,EUR,2021-07-25
19266,SK,mFRR,Down,23,22:00:00,23:00:00,0.0,EUR,2021-07-25
19267,SK,mFRR,Down,24,23:00:00,00:00:00,5.0,EUR,2021-07-25
19268,SK,mFRR,Up,1,00:00:00,01:00:00,0.0,EUR,2021-07-25
19269,SK,mFRR,Up,2,01:00:00,02:00:00,0.0,EUR,2021-07-25
19270,SK,mFRR,Up,3,02:00:00,03:00:00,0.0,EUR,2021-07-25
19271,SK,mFRR,Up,4,03:00:00,04:00:00,0.0,EUR,2021-07-25
19272,SK,mFRR,Up,5,04:00:00,05:00:00,0.0,EUR,2021-07-25
19273,SK,mFRR,Up,6,05:00:00,06:00:00,0.0,EUR,2021-07-25
19274,SK,mFRR,Up,7,06:00:00,07:00:00,0.0,EUR,2021-07-25
19275,SK,mFRR,Up,8,07:00:00,08:00:00,0.0,EUR,2021-07-25
19276,SK,mFRR,Up,9,08:00:00,09:00:00,0.0,EUR,2021-07-25
19277,SK,mFRR,Up,10,09:00:00,10:00:00,0.0,EUR,2021-07-25
19278,SK,mFRR,Up,11,10:00:00,11:00:00,0.0,EUR,2021-07-25
19279,SK,mFRR,Up,12,11:00:00,12:00:00,0.0,EUR,2021-07-25
19280,SK,mFRR,Up,13,12:00:00,13:00:00,0.0,EUR,2021-07-25
19281,SK,mFRR,Up,14,13:00:00,14:00:00,0.0,EUR,2021-07-25
19282,SK,mFRR,Up,15,14:00:00,15:00:00,0.0,EUR,2021-07-25
19283,SK,mFRR,Up,16,15:00:00,16:00:00,0.0,EUR,2021-07-25
19284,SK,mFRR,Up,17,16:00:00,17:00:00,0.0,EUR,2021-07-25
19285,SK,mFRR,Up,18,17:00:00,18:00:00,0.0,EUR,2021-07-25
19286,SK,mFRR,Up,19,18:00:00,19:00:00,0.0,EUR,2021-07-25
19287,SK,mFRR,Up,20,19:00:00,20:00:00,0.0,EUR,2021-07-25
19288,SK,mFRR,Up,21,20:00:00,21:00:00,0.0,EUR,2021-07-25
19289,SK,mFRR,Up,22,21:00:00,22:00:00,0.0,EUR,2021-07-25
19290,SK,mFRR,Up,23,22:00:00,23:00:00,0.0,EUR,2021-07-25
19291,SK,mFRR,Up,24,23:00:00,00:00:00,0.0,EUR,2021-07-25
19292,SK,mFRR,Down,1,00:00:00,01:00:00,5.0,EUR,2021-10-24
19293,SK,mFRR,Down,2,01:00:00,02:00:00,5.0,EUR,2021-10-24
19294,SK,mFRR,Down,3,02:00:00,03:00:00,5.0,EUR,2021-10-24
19295,SK,mFRR,Down,4,03:00:00,04:00:00,5.0,EUR,2021-10-24
19296,SK,mFRR,Down,5,04:00:00,05:00:00,5.0,EUR,2021-10-24
19297,SK,mFRR,Down,6,05:00:00,06:00:00,5.0,EUR,2021-10-24
19298,SK,mFRR,Down,7,06:00:00,07:00:00,5.0,EUR,2021-10-24
19299,SK,mFRR,Down,8,07:00:00,08:00:00,5.0,EUR,2021-10-24
19300,SK,mFRR,Down,9,08:00:00,09:00:00,5.0,EUR,2021-10-24
19301,SK,mFRR,Down,10,09:00:00,10:00:00,5.0,EUR,2021-10-24
19302,SK,mFRR,Down,11,10:00:00,11:00:00,5.0,EUR,2021-10-24
19303,SK,mFRR,Down,12,11:00:00,12:00:00,5.0,EUR,2021-10-24
19304,SK,mFRR,Down,13,12:00:00,13:00:00,5.0,EUR,2021-10-24
19305,SK,mFRR,Down,14,13:00:00,14:00:00,5.0,EUR,2021-10-24
19306,SK,mFRR,Down,15,14:00:00,15:00:00,5.0,EUR,2021-10-24
19307,SK,mFRR,Down,16,15:00:00,16:00:00,5.0,EUR,2021-10-24
19308,SK,mFRR,Down,17,16:00:00,17:00:00,5.0,EUR,2021-10-24
19309,SK,mFRR,Down,18,17:00:00,18:00:00,5.0,EUR,2021-10-24
19310,SK,mFRR,Down,19,18:00:00,19:00:00,5.0,EUR,2021-10-24
19311,SK,mFRR,Down,20,19:00:00,20:00:00,5.0,EUR,2021-10-24
19312,SK,mFRR,Down,21,20:00:00,21:00:00,5.0,EUR,2021-10-24
19313,SK,mFRR,Down,22,21:00:00,22:00:00,5.0,EUR,2021-10-24
19314,SK,mFRR,Down,23,22:00:00,23:00:00,5.0,EUR,2021-10-24
19315,SK,mFRR,Down,24,23:00:00,00:00:00,5.0,EUR,2021-10-24
19316,SK,mFRR,Down,1,00:00:00,01:00:00,0.0,EUR,2021-10-24
19317,SK,mFRR,Down,2,01:00:00,02:00:00,0.0,EUR,2021-10-24
19318,SK,mFRR,Down,3,02:00:00,03:00:00,0.0,EUR,2021-10-24
19319,SK,mFRR,Down,4,03:00:00,04:00:00,0.0,EUR,2021-10-24
19320,SK,mFRR,Down,5,04:00:00,05:00:00,0.0,EUR,2021-10-24
19321,SK,mFRR,Down,6,05:00:00,06:00:00,0.0,EUR,2021-10-24
19322,SK,mFRR,Down,7,06:00:00,07:00:00,0.0,EUR,2021-10-24
19323,SK,mFRR,Down,8,07:00:00,08:00:00,0.0,EUR,2021-10-24
19324,SK,mFRR,Down,9,08:00:00,09:00:00,0.0,EUR,2021-10-24
19325,SK,mFRR,Down,10,09:00:00,10:00:00,0.0,EUR,2021-10-24
19326,SK,mFRR,Down,11,10:00:00,11:00:00,0.0,EUR,2021-10-24
19327,SK,mFRR,Down,12,11:00:00,12:00:00,0.0,EUR,2021-10-24
19328,SK,mFRR,Down,13,12:00:00,13:00:00,0.0,EUR,2021-10-24
19329,SK,mFRR,Down,14,13:00:00,14:00:00,0.0,EUR,2021-10-24
19330,SK,mFRR,Down,15,14:00:00,15:00:00,0.0,EUR,2021-10-24
19331,SK,mFRR,Down,16,15:00:00,16:00:00,0.0,EUR,2021-10-24
19332,SK,mFRR,Down,17,16:00:00,17:00:00,0.0,EUR,2021-10-24
19333,SK,mFRR,Down,18,17:00:00,18:00:00,0.0,EUR,2021-10-24
