,country,type,direction,interval_index,time_start_cet,time_end_cet,entsoe_reservation_price,currency,realization_day
0,SK,mFRR,Up,14,13:00:00,14:00:00,7.34,EUR,2021-02-05
1,SK,mFRR,Up,15,14:00:00,15:00:00,7.34,EUR,2021-02-05
2,SK,mFRR,Up,16,15:00:00,16:00:00,7.34,EUR,2021-02-05
3,SK,mFRR,Up,17,16:00:00,17:00:00,7.34,EUR,2021-02-05
4,SK,mFRR,Up,18,17:00:00,18:00:00,7.34,EUR,2021-02-05
5,SK,mFRR,Up,19,18:00:00,19:00:00,7.34,EUR,2021-02-05
6,SK,mFRR,Up,20,19:00:00,20:00:00,7.34,EUR,2021-02-05
7,SK,mFRR,Up,21,20:00:00,21:00:00,7.34,EUR,2021-02-05
8,SK,mFRR,Up,22,21:00:00,22:00:00,7.34,EUR,2021-02-05
9,SK,mFRR,Up,23,22:00:00,23:00:00,7.34,EUR,2021-02-05
10,SK,mFRR,Up,24,23:00:00,00:00:00,7.34,EUR,2021-02-05
11,SK,mFRR,Up,1,00:00:00,01:00:00,0.0,EUR,2021-02-05
12,SK,mFRR,Up,2,01:00:00,02:00:00,0.0,EUR,2021-02-05
13,SK,mFRR,Up,3,02:00:00,03:00:00,0.0,EUR,2021-02-05
14,SK,mFRR,Up,4,03:00:00,04:00:00,0.0,EUR,2021-02-05
15,SK,mFRR,Up,5,04:00:00,05:00:00,0.0,EUR,2021-02-05
16,SK,mFRR,Up,6,05:00:00,06:00:00,0.0,EUR,2021-02-05
17,SK,mFRR,Up,7,06:00:00,07:00:00,0.0,EUR,2021-02-05
18,SK,mFRR,Up,8,07:00:00,08:00:00,0.0,EUR,2021-02-05
19,SK,mFRR,Up,9,08:00:00,09:00:00,0.0,EUR,2021-02-05
20,SK,mFRR,Up,10,09:00:00,10:00:00,0.0,EUR,2021-02-05
21,SK,mFRR,Up,11,10:00:00,11:00:00,0.0,EUR,2021-02-05
22,SK,mFRR,Up,12,11:00:00,12:00:00,0.0,EUR,2021-02-05
23,SK,mFRR,Up,13,12:00:00,13:00:00,0.0,EUR,2021-02-05
24,SK,mFRR,Up,14,13:00:00,14:00:00,0.0,EUR,2021-02-05
25,SK,mFRR,Down,1,00:00:00,01:00:00,0.0,EUR,2021-02-05
26,SK,mFRR,Down,2,01:00:00,02:00:00,0.0,EUR,2021-02-05
27,SK,mFRR,Down,3,02:00:00,03:00:00,0.0,EUR,2021-02-05
28,SK,mFRR,Down,4,03:00:00,04:00:00,0.0,EUR,2021-02-05
29,SK,mFRR,Down,5,04:00:00,05:00:00,0.0,EUR,2021-02-05
30,SK,mFRR,Down,6,05:00:00,06:00:00,0.0,EUR,2021-02-05
31,SK,mFRR,Down,7,06:00:00,07:00:00,0.0,EUR,2021-02-05
32,SK,mFRR,Down,8,07:00:00,08:00:00,0.0,EUR,2021-02-05
33,SK,mFRR,Down,9,08:00:00,09:00:00,0.0,EUR,2021-02-05
34,SK,mFRR,Down,10,09:00:00,10:00:00,0.0,EUR,2021-02-05
35,SK,mFRR,Down,11,10:00:00,11:00:00,0.0,EUR,2021-02-05
36,SK,mFRR,Up,15,14:00:00,15:00:00,0.0,EUR,2021-02-05
37,SK,mFRR,Down,12,11:00:00,12:00:00,0.0,EUR,2021-02-05
38,SK,mFRR,Down,13,12:00:00,13:00:00,0.0,EUR,2021-02-05
39,SK,mFRR,Down,14,13:00:00,14:00:00,0.0,EUR,2021-02-05
40,SK,mFRR,Down,15,14:00:00,15:00:00,0.0,EUR,2021-02-05
41,SK,mFRR,Down,16,15:00:00,16:00:00,0.0,EUR,2021-02-05
42,SK,mFRR,Down,17,16:00:00,17:00:00,0.0,EUR,2021-02-05
43,SK,mFRR,Down,18,17:00:00,18:00:00,0.0,EUR,2021-02-05
44,SK,mFRR,Down,19,18:00:00,19:00:00,0.0,EUR,2021-02-05
45,SK,mFRR,Down,20,19:00:00,20:00:00,0.0,EUR,2021-02-05
46,SK,mFRR,Down,21,20:00:00,21:00:00,0.0,EUR,2021-02-05
47,SK,mFRR,Down,22,21:00:00,22:00:00,0.0,EUR,2021-02-05
48,SK,mFRR,Down,23,22:00:00,23:00:00,0.0,EUR,2021-02-05
49,SK,mFRR,Down,24,23:00:00,00:00:00,0.0,EUR,2021-02-05
50,SK,mFRR,Down,1,00:00:00,01:00:00,0.0,EUR,2021-02-05
51,SK,mFRR,Down,2,01:00:00,02:00:00,0.0,EUR,2021-02-05
52,SK,mFRR,Down,3,02:00:00,03:00:00,0.0,EUR,2021-02-05
53,SK,mFRR,Down,4,03:00:00,04:00:00,0.0,EUR,2021-02-05
54,SK,mFRR,Down,5,04:00:00,05:00:00,0.0,EUR,2021-02-05
55,SK,mFRR,Down,6,05:00:00,06:00:00,0.0,EUR,2021-02-05
56,SK,mFRR,Down,7,06:00:00,07:00:00,0.0,EUR,2021-02-05
57,SK,mFRR,Down,8,07:00:00,08:00:00,0.0,EUR,2021-02-05
58,SK,mFRR,Down,9,08:00:00,09:00:00,0.0,EUR,2021-02-05
59,SK,mFRR,Down,10,09:00:00,10:00:00,0.0,EUR,2021-02-05
60,SK,mFRR,Down,11,10:00:00,11:00:00,0.0,EUR,2021-02-05
61,SK,mFRR,Down,12,11:00:00,12:00:00,0.0,EUR,2021-02-05
62,SK,mFRR,Down,13,12:00:00,13:00:00,0.0,EUR,2021-02-05
63,SK,mFRR,Down,14,13:00:00,14:00:00,0.0,EUR,2021-02-05
64,SK,mFRR,Down,15,14:00:00,15:00:00,0.0,EUR,2021-02-05
65,SK,mFRR,Down,16,15:00:00,16:00:00,0.0,EUR,2021-02-05
66,SK,mFRR,Down,17,16:00:00,17:00:00,0.0,EUR,2021-02-05
67,SK,mFRR,Down,18,17:00:00,18:00:00,0.0,EUR,2021-02-05
68,SK,mFRR,Down,19,18:00:00,19:00:00,0.0,EUR,2021-02-05
69,SK,mFRR,Down,20,19:00:00,20:00:00,0.0,EUR,2021-02-05
70,SK,mFRR,Down,21,20:00:00,21:00:00,0.0,EUR,2021-02-05
71,SK,mFRR,Down,22,21:00:00,22:00:00,0.0,EUR,2021-02-05
72,SK,mFRR,Down,23,22:00:00,23:00:00,0.0,EUR,2021-02-05
73,SK,mFRR,Down,24,23:00:00,00:00:00,0.0,EUR,2021-02-05
74,SK,mFRR,Up,1,00:00:00,01:00:00,7.34,EUR,2021-02-05
75,SK,mFRR,Up,2,01:00:00,02:00:00,7.34,EUR,2021-02-05
76,SK,mFRR,Up,3,02:00:00,03:00:00,7.34,EUR,2021-02-05
77,SK,mFRR,Up,4,03:00:00,04:00:00,7.34,EUR,2021-02-05
78,SK,mFRR,Up,5,04:00:00,05:00:00,7.34,EUR,2021-02-05
79,SK,mFRR,Up,6,05:00:00,06:00:00,7.34,EUR,2021-02-05
80,SK,mFRR,Up,7,06:00:00,07:00:00,7.34,EUR,2021-02-05
81,SK,mFRR,Up,8,07:00:00,08:00:00,7.34,EUR,2021-02-05
82,SK,mFRR,Up,9,08:00:00,09:00:00,7.34,EUR,2021-02-05
83,SK,mFRR,Up,10,09:00:00,10:00:00,7.34,EUR,2021-02-05
84,SK,mFRR,Up,11,10:00:00,11:00:00,7.34,EUR,2021-02-05
85,SK,mFRR,Up,12,11:00:00,12:00:00,7.34,EUR,2021-02-05
86,SK,mFRR,Up,13,12:00:00,13:00:00,7.34,EUR,2021-02-05
87,SK,mFRR,Up,14,13:00:00,14:00:00,7.34,EUR,2021-02-05
88,SK,mFRR,Up,15,14:00:00,15:00:00,7.34,EUR,2021-02-05
89,SK,mFRR,Up,16,15:00:00,16:00:00,7.34,EUR,2021-02-05
90,SK,mFRR,Up,17,16:00:00,17:00:00,7.34,EUR,2021-02-05
91,SK,mFRR,Up,18,17:00:00,18:00:00,7.34,EUR,2021-02-05
92,SK,mFRR,Up,19,18:00:00,19:00:00,7.34,EUR,2021-02-05
93,SK,mFRR,Up,20,19:00:00,20:00:00,7.34,EUR,2021-02-05
94,SK,mFRR,Up,21,20:00:00,21:00:00,7.34,EUR,2021-02-05
95,SK,mFRR,Up,22,21:00:00,22:00:00,7.34,EUR,2021-02-05
96,SK,mFRR,Up,23,22:00:00,23:00:00,7.34,EUR,2021-02-05
97,SK,mFRR,Up,24,23:00:00,00:00:00,7.34,EUR,2021-02-05
98,SK,mFRR,Up,1,00:00:00,01:00:00,0.0,EUR,2021-02-05
99,SK,mFRR,Up,2,01:00:00,02:00:00,0.0,EUR,2021-02-05
100,SK,mFRR,Up,3,02:00:00,03:00:00,0.0,EUR,2021-02-05
101,SK,mFRR,Up,4,03:00:00,04:00:00,0.0,EUR,2021-02-05
102,SK,mFRR,Up,5,04:00:00,05:00:00,0.0,EUR,2021-02-05
103,SK,mFRR,Up,6,05:00:00,06:00:00,0.0,EUR,2021-02-05
104,SK,mFRR,Up,7,06:00:00,07:00:00,0.0,EUR,2021-02-05
105,SK,mFRR,Up,8,07:00:00,08:00:00,0.0,EUR,2021-02-05
106,SK,mFRR,Up,9,08:00:00,09:00:00,0.0,EUR,2021-02-05
107,SK,mFRR,Up,10,09:00:00,10:00:00,0.0,EUR,2021-02-05
108,SK,mFRR,Up,11,10:00:00,11:00:00,0.0,EUR,2021-02-05
109,SK,mFRR,Up,12,11:00:00,12:00:00,0.0,EUR,2021-02-05
110,SK,mFRR,Up,13,12:00:00,13:00:00,0.0,EUR,2021-02-05
111,SK,mFRR,Up,14,13:00:00,14:00:00,0.0,EUR,2021-02-05
112,SK,mFRR,Up,15,14:00:00,15:00:00,0.0,EUR,2021-02-05
113,SK,mFRR,Up,16,15:00:00,16:00:00,0.0,EUR,2021-02-05
114,SK,mFRR,Up,17,16:00:00,17:00:00,0.0,EUR,2021-02-05
115,SK,mFRR,Up,18,17:00:00,18:00:00,0.0,EUR,2021-02-05
116,SK,mFRR,Up,19,18:00:00,19:00:00,0.0,EUR,2021-02-05
117,SK,mFRR,Up,20,19:00:00,20:00:00,0.0,EUR,2021-02-05
118,SK,mFRR,Up,21,20:00:00,21:00:00,0.0,EUR,2021-02-05
119,SK,mFRR,Up,22,21:00:00,22:00:00,0.0,EUR,2021-02-05
120,SK,mFRR,Up,23,22:00:00,23:00:00,0.0,EUR,2021-02-05
121,SK,mFRR,Up,24,23:00:00,00:00:00,0.0,EUR,2021-02-05
122,SK,mFRR,Up,16,15:00:00,16:00:00,0.0,EUR,2021-02-05
123,SK,mFRR,Up,17,16:00:00,17:00:00,0.0,EUR,2021-02-05
124,SK,mFRR,Up,18,17:00:00,18:00:00,0.0,EUR,2021-02-05
125,SK,mFRR,Up,19,18:00:00,19:00:00,0.0,EUR,2021-02-05
126,SK,mFRR,Up,20,19:00:00,20:00:00,0.0,EUR,2021-02-05
127,SK,mFRR,Up,21,20:00:00,21:00:00,0.0,EUR,2021-02-05
128,SK,mFRR,Up,22,21:00:00,22:00:00,0.0,EUR,2021-02-05
129,SK,mFRR,Up,23,22:00:00,23:00:00,0.0,EUR,2021-02-05
130,SK,mFRR,Up,24,23:00:00,00:00:00,0.0,EUR,2021-02-05
131,SK,mFRR,Down,1,00:00:00,01:00:00,0.0,EUR,2021-02-05
132,SK,mFRR,Down,2,01:00:00,02:00:00,0.0,EUR,2021-02-05
133,SK,mFRR,Down,3,02:00:00,03:00:00,0.0,EUR,2021-02-05
134,SK,mFRR,Down,4,03:00:00,04:00:00,0.0,EUR,2021-02-05
135,SK,mFRR,Down,5,04:00:00,05:00:00,0.0,EUR,2021-02-05
136,SK,mFRR,Down,6,05:00:00,06:00:00,0.0,EUR,2021-02-05
137,SK,mFRR,Down,7,06:00:00,07:00:00,0.0,EUR,2021-02-05
138,SK,mFRR,Down,8,07:00:00,08:00:00,0.0,EUR,2021-02-05
139,SK,mFRR,Down,9,08:00:00,09:00:00,0.0,EUR,2021-02-05
140,SK,mFRR,Down,10,09:00:00,10:00:00,0.0,EUR,2021-02-05
141,SK,mFRR,Down,11,10:00:00,11:00:00,0.0,EUR,2021-02-05
142,SK,mFRR,Down,12,11:00:00,12:00:00,0.0,EUR,2021-02-05
143,SK,mFRR,Down,13,12:00:00,13:00:00,0.0,EUR,2021-02-05
144,SK,mFRR,Down,14,13:00:00,14:00:00,0.0,EUR,2021-02-05
145,SK,mFRR,Down,15,14:00:00,15:00:00,0.0,EUR,2021-02-05
146,SK,mFRR,Down,16,15:00:00,16:00:00,0.0,EUR,2021-02-05
147,SK,mFRR,Down,17,16:00:00,17:00:00,0.0,EUR,2021-02-05
148,SK,mFRR,Down,18,17:00:00,18:00:00,0.0,EUR,2021-02-05
149,SK,mFRR,Down,19,18:00:00,19:00:00,0.0,EUR,2021-02-05
150,SK,mFRR,Down,20,19:00:00,20:00:00,0.0,EUR,2021-02-05
151,SK,mFRR,Down,21,20:00:00,21:00:00,0.0,EUR,2021-02-05
152,SK,mFRR,Down,22,21:00:00,22:00:00,0.0,EUR,2021-02-05
153,SK,mFRR,Down,23,22:00:00,23:00:00,0.0,EUR,2021-02-05
154,SK,mFRR,Down,24,23:00:00,00:00:00,0.0,EUR,2021-02-05
155,SK,mFRR,Down,1,00:00:00,01:00:00,0.0,EUR,2021-02-05
156,SK,mFRR,Down,2,01:00:00,02:00:00,0.0,EUR,2021-02-05
157,SK,mFRR,Down,3,02:00:00,03:00:00,0.0,EUR,2021-02-05
158,SK,mFRR,Down,4,03:00:00,04:00:00,0.0,EUR,2021-02-05
159,SK,mFRR,Down,5,04:00:00,05:00:00,0.0,EUR,2021-02-05
160,SK,mFRR,Down,1,00:00:00,01:00:00,0.0,EUR,2021-02-05
161,SK,mFRR,Down,2,01:00:00,02:00:00,0.0,EUR,2021-02-05
162,SK,mFRR,Down,3,02:00:00,03:00:00,0.0,EUR,2021-02-05
163,SK,mFRR,Down,4,03:00:00,04:00:00,0.0,EUR,2021-02-05
164,SK,mFRR,Down,5,04:00:00,05:00:00,0.0,EUR,2021-02-05
165,SK,mFRR,Down,6,05:00:00,06:00:00,0.0,EUR,2021-02-05
166,SK,mFRR,Down,7,06:00:00,07:00:00,0.0,EUR,2021-02-05
167,SK,mFRR,Down,8,07:00:00,08:00:00,0.0,EUR,2021-02-05
168,SK,mFRR,Down,9,08:00:00,09:00:00,0.0,EUR,2021-02-05
169,SK,mFRR,Down,10,09:00:00,10:00:00,0.0,EUR,2021-02-05
170,SK,mFRR,Down,11,10:00:00,11:00:00,0.0,EUR,2021-02-05
171,SK,mFRR,Down,12,11:00:00,12:00:00,0.0,EUR,2021-02-05
172,SK,mFRR,Down,13,12:00:00,13:00:00,0.0,EUR,2021-02-05
173,SK,mFRR,Down,14,13:00:00,14:00:00,0.0,EUR,2021-02-05
174,SK,mFRR,Down,15,14:00:00,15:00:00,0.0,EUR,2021-02-05
175,SK,mFRR,Down,16,15:00:00,16:00:00,0.0,EUR,2021-02-05
176,SK,mFRR,Down,17,16:00:00,17:00:00,0.0,EUR,2021-02-05
177,SK,mFRR,Down,18,17:00:00,18:00:00,0.0,EUR,2021-02-05
178,SK,mFRR,Down,19,18:00:00,19:00:00,0.0,EUR,2021-02-05
179,SK,mFRR,Down,20,19:00:00,20:00:00,0.0,EUR,2021-02-05
180,SK,mFRR,Down,21,20:00:00,21:00:00,0.0,EUR,2021-02-05
181,SK,mFRR,Down,22,21:00:00,22:00:00,0.0,EUR,2021-02-05
182,SK,mFRR,Down,23,22:00:00,23:00:00,0.0,EUR,2021-02-05
183,SK,mFRR,Down,24,23:00:00,00:00:00,0.0,EUR,2021-02-05
184,SK,mFRR,Down,1,00:00:00,01:00:00,0.0,EUR,2021-02-05
185,SK,mFRR,Down,2,01:00:00,02:00:00,0.0,EUR,2021-02-05
186,SK,mFRR,Down,3,02:00:00,03:00:00,0.0,EUR,2021-02-05
187,SK,mFRR,Down,4,03:00:00,04:00:00,0.0,EUR,2021-02-05
188,SK,mFRR,Down,5,04:00:00,05:00:00,0.0,EUR,2021-02-05
189,SK,mFRR,Down,6,05:00:00,06:00:00,0.0,EUR,2021-02-05
190,SK,mFRR,Down,7,06:00:00,07:00:00,0.0,EUR,2021-02-05
191,SK,mFRR,Down,8,07:00:00,08:00:00,0.0,EUR,2021-02-05
192,SK,mFRR,Down,9,08:00:00,09:00:00,0.0,EUR,2021-02-05
193,SK,mFRR,Down,10,09:00:00,10:00:00,0.0,EUR,2021-02-05
194,SK,mFRR,Down,11,10:00:00,11:00:00,0.0,EUR,2021-02-05
195,SK,mFRR,Down,12,11:00:00,12:00:00,0.0,EUR,2021-02-05
196,SK,mFRR,Down,13,12:00:00,13:00:00,0.0,EUR,2021-02-05
197,SK,mFRR,Down,14,13:00:00,14:00:00,0.0,EUR,2021-02-05
198,SK,mFRR,Down,15,14:00:00,15:00:00,0.0,EUR,2021-02-05
199,SK,mFRR,Down,16,15:00:00,16:00:00,0.0,EUR,2021-02-05
200,SK,mFRR,Down,17,16:00:00,17:00:00,0.0,EUR,2021-02-05
201,SK,mFRR,Down,18,17:00:00,18:00:00,0.0,EUR,2021-02-05
202,SK,mFRR,Down,19,18:00:00,19:00:00,0.0,EUR,2021-02-05
203,SK,mFRR,Down,20,19:00:00,20:00:00,0.0,EUR,2021-02-05
204,SK,mFRR,Down,21,20:00:00,21:00:00,0.0,EUR,2021-02-05
205,SK,mFRR,Down,22,21:00:00,22:00:00,0.0,EUR,2021-02-05
206,SK,mFRR,Down,23,22:00:00,23:00:00,0.0,EUR,2021-02-05
207,SK,mFRR,Down,24,23:00:00,00:00:00,0.0,EUR,2021-02-05
208,SK,mFRR,Up,1,00:00:00,01:00:00,7.34,EUR,2021-02-05
209,SK,mFRR,Up,2,01:00:00,02:00:00,7.34,EUR,2021-02-05
210,SK,mFRR,Up,3,02:00:00,03:00:00,7.34,EUR,2021-02-05
211,SK,mFRR,Up,4,03:00:00,04:00:00,7.34,EUR,2021-02-05
212,SK,mFRR,Up,5,04:00:00,05:00:00,7.34,EUR,2021-02-05
213,SK,mFRR,Up,6,05:00:00,06:00:00,7.34,EUR,2021-02-05
214,SK,mFRR,Up,7,06:00:00,07:00:00,7.34,EUR,2021-02-05
215,SK,mFRR,Up,8,07:00:00,08:00:00,7.34,EUR,2021-02-05
216,SK,mFRR,Up,9,08:00:00,09:00:00,7.34,EUR,2021-02-05
217,SK,mFRR,Up,10,09:00:00,10:00:00,7.34,EUR,2021-02-05
218,SK,mFRR,Up,11,10:00:00,11:00:00,7.34,EUR,2021-02-05
219,SK,mFRR,Up,12,11:00:00,12:00:00,7.34,EUR,2021-02-05
220,SK,mFRR,Up,13,12:00:00,13:00:00,7.34,EUR,2021-02-05
221,SK,mFRR,Up,14,13:00:00,14:00:00,7.34,EUR,2021-02-05
222,SK,mFRR,Up,15,14:00:00,15:00:00,7.34,EUR,2021-02-05
223,SK,mFRR,Up,16,15:00:00,16:00:00,7.34,EUR,2021-02-05
224,SK,mFRR,Up,17,16:00:00,17:00:00,7.34,EUR,2021-02-05
225,SK,mFRR,Up,18,17:00:00,18:00:00,7.34,EUR,2021-02-05
226,SK,mFRR,Up,19,18:00:00,19:00:00,7.34,EUR,2021-02-05
227,SK,mFRR,Up,20,19:00:00,20:00:00,7.34,EUR,2021-02-05
228,SK,mFRR,Up,21,20:00:00,21:00:00,7.34,EUR,2021-02-05
229,SK,mFRR,Up,22,21:00:00,22:00:00,7.34,EUR,2021-02-05
230,SK,mFRR,Up,23,22:00:00,23:00:00,7.34,EUR,2021-02-05
231,SK,mFRR,Up,24,23:00:00,00:00:00,7.34,EUR,2021-02-05
232,SK,mFRR,Up,1,00:00:00,01:00:00,0.0,EUR,2021-02-05
233,SK,mFRR,Up,2,01:00:00,02:00:00,0.0,EUR,2021-02-05
234,SK,mFRR,Up,3,02:00:00,03:00:00,0.0,EUR,2021-02-05
235,SK,mFRR,Up,4,03:00:00,04:00:00,0.0,EUR,2021-02-05
236,SK,mFRR,Up,5,04:00:00,05:00:00,0.0,EUR,2021-02-05
237,SK,mFRR,Up,6,05:00:00,06:00:00,0.0,EUR,2021-02-05
238,SK,mFRR,Up,7,06:00:00,07:00:00,0.0,EUR,2021-02-05
239,SK,mFRR,Up,8,07:00:00,08:00:00,0.0,EUR,2021-02-05
240,SK,mFRR,Up,9,08:00:00,09:00:00,0.0,EUR,2021-02-05
241,SK,mFRR,Up,10,09:00:00,10:00:00,0.0,EUR,2021-02-05
242,SK,mFRR,Up,11,10:00:00,11:00:00,0.0,EUR,2021-02-05
243,SK,mFRR,Up,12,11:00:00,12:00:00,0.0,EUR,2021-02-05
244,SK,mFRR,Up,13,12:00:00,13:00:00,0.0,EUR,2021-02-05
245,SK,mFRR,Up,14,13:00:00,14:00:00,0.0,EUR,2021-02-05
246,SK,mFRR,Up,15,14:00:00,15:00:00,0.0,EUR,2021-02-05
247,SK,mFRR,Up,16,15:00:00,16:00:00,0.0,EUR,2021-02-05
248,SK,mFRR,Up,17,16:00:00,17:00:00,0.0,EUR,2021-02-05
249,SK,mFRR,Up,18,17:00:00,18:00:00,0.0,EUR,2021-02-05
250,SK,mFRR,Up,19,18:00:00,19:00:00,0.0,EUR,2021-02-05
251,SK,mFRR,Up,20,19:00:00,20:00:00,0.0,EUR,2021-02-05
252,SK,mFRR,Up,21,20:00:00,21:00:00,0.0,EUR,2021-02-05
253,SK,mFRR,Up,22,21:00:00,22:00:00,0.0,EUR,2021-02-05
254,SK,mFRR,Up,23,22:00:00,23:00:00,0.0,EUR,2021-02-05
255,SK,mFRR,Up,24,23:00:00,00:00:00,0.0,EUR,2021-02-05
256,SK,mFRR,Down,6,05:00:00,06:00:00,0.0,EUR,2021-02-05
257,SK,mFRR,Down,7,06:00:00,07:00:00,0.0,EUR,2021-02-05
258,SK,mFRR,Down,8,07:00:00,08:00:00,0.0,EUR,2021-02-05
259,SK,mFRR,Down,9,08:00:00,09:00:00,0.0,EUR,2021-02-05
260,SK,mFRR,Down,10,09:00:00,10:00:00,0.0,EUR,2021-02-05
261,SK,mFRR,Down,11,10:00:00,11:00:00,0.0,EUR,2021-02-05
262,SK,mFRR,Down,12,11:00:00,12:00:00,0.0,EUR,2021-02-05
263,SK,mFRR,Down,13,12:00:00,13:00:00,0.0,EUR,2021-02-05
264,SK,mFRR,Down,14,13:00:00,14:00:00,0.0,EUR,2021-02-05
265,SK,mFRR,Down,15,14:00:00,15:00:00,0.0,EUR,2021-02-05
266,SK,mFRR,Down,16,15:00:00,16:00:00,0.0,EUR,2021-02-05
267,SK,mFRR,Down,17,16:00:00,17:00:00,0.0,EUR,2021-02-05
268,SK,mFRR,Down,18,17:00:00,18:00:00,0.0,EUR,2021-02-05
269,SK,mFRR,Down,19,18:00:00,19:00:00,0.0,EUR,2021-02-05
270,SK,mFRR,Down,20,19:00:00,20:00:00,0.0,EUR,2021-02-05
271,SK,mFRR,Down,21,20:00:00,21:00:00,0.0,EUR,2021-02-05
272,SK,mFRR,Down,22,21:00:00,22:00:00,0.0,EUR,2021-02-05
273,SK,mFRR,Down,23,22:00:00,23:00:00,0.0,EUR,2021-02-05
274,SK,mFRR,Down,24,23:00:00,00:00:00,0.0,EUR,2021-02-05
275,SK,mFRR,Up,1,00:00:00,01:00:00,7.34,EUR,2021-02-05
276,SK,mFRR,Up,2,01:00:00,02:00:00,7.34,EUR,2021-02-05
277,SK,mFRR,Up,3,02:00:00,03:00:00,7.34,EUR,2021-02-05
278,SK,mFRR,Up,4,03:00:00,04:00:00,7.34,EUR,2021-02-05
279,SK,mFRR,Up,5,04:00:00,05:00:00,7.34,EUR,2021-02-05
280,SK,mFRR,Up,6,05:00:00,06:00:00,7.34,EUR,2021-02-05
281,SK,mFRR,Up,7,06:00:00,07:00:00,7.34,EUR,2021-02-05
282,SK,mFRR,Up,8,07:00:00,08:00:00,7.34,EUR,2021-02-05
283,SK,mFRR,Up,9,08:00:00,09:00:00,7.34,EUR,2021-02-05
284,SK,mFRR,Up,10,09:00:00,10:00:00,7.34,EUR,2021-02-05
285,SK,mFRR,Up,11,10:00:00,11:00:00,7.34,EUR,2021-02-05
286,SK,mFRR,Up,12,11:00:00,12:00:00,7.34,EUR,2021-02-05
287,SK,mFRR,Up,13,12:00:00,13:00:00,7.34,EUR,2021-02-05
288,SK,mFRR,Down,1,00:00:00,01:00:00,0.0,EUR,2021-02-05
289,SK,mFRR,Down,2,01:00:00,02:00:00,0.0,EUR,2021-02-05
290,SK,mFRR,Down,3,02:00:00,03:00:00,0.0,EUR,2021-02-05
291,SK,mFRR,Down,4,03:00:00,04:00:00,0.0,EUR,2021-02-05
292,SK,mFRR,Down,5,04:00:00,05:00:00,0.0,EUR,2021-02-05
293,SK,mFRR,Down,6,05:00:00,06:00:00,0.0,EUR,2021-02-05
294,SK,mFRR,Down,7,06:00:00,07:00:00,0.0,EUR,2021-02-05
295,SK,mFRR,Down,8,07:00:00,08:00:00,0.0,EUR,2021-02-05
296,SK,mFRR,Down,9,08:00:00,09:00:00,0.0,EUR,2021-02-05
297,SK,mFRR,Down,10,09:00:00,10:00:00,0.0,EUR,2021-02-05
298,SK,mFRR,Down,11,10:00:00,11:00:00,0.0,EUR,2021-02-05
299,SK,mFRR,Down,12,11:00:00,12:00:00,0.0,EUR,2021-02-05
300,SK,mFRR,Down,13,12:00:00,13:00:00,0.0,EUR,2021-02-05
301,SK,mFRR,Down,14,13:00:00,14:00:00,0.0,EUR,2021-02-05
302,SK,mFRR,Down,15,14:00:00,15:00:00,0.0,EUR,2021-02-05
303,SK,mFRR,Down,16,15:00:00,16:00:00,0.0,EUR,2021-02-05
304,SK,mFRR,Down,17,16:00:00,17:00:00,0.0,EUR,2021-02-05
305,SK,mFRR,Down,18,17:00:00,18:00:00,0.0,EUR,2021-02-05
306,SK,mFRR,Down,19,18:00:00,19:00:00,0.0,EUR,2021-02-05
307,SK,mFRR,Down,20,19:00:00,20:00:00,0.0,EUR,2021-02-05
308,SK,mFRR,Down,21,20:00:00,21:00:00,0.0,EUR,2021-02-05
309,SK,mFRR,Down,22,21:00:00,22:00:00,0.0,EUR,2021-02-05
310,SK,mFRR,Down,23,22:00:00,23:00:00,0.0,EUR,2021-02-05
311,SK,mFRR,Down,24,23:00:00,00:00:00,0.0,EUR,2021-02-05
312,SK,mFRR,Down,1,00:00:00,01:00:00,0.0,EUR,2021-02-05
313,SK,mFRR,Down,2,01:00:00,02:00:00,0.0,EUR,2021-02-05
314,SK,mFRR,Down,3,02:00:00,03:00:00,0.0,EUR,2021-02-05
315,SK,mFRR,Down,4,03:00:00,04:00:00,0.0,EUR,2021-02-05
316,SK,mFRR,Down,5,04:00:00,05:00:00,0.0,EUR,2021-02-05
317,SK,mFRR,Down,6,05:00:00,06:00:00,0.0,EUR,2021-02-05
318,SK,mFRR,Down,7,06:00:00,07:00:00,0.0,EUR,2021-02-05
319,SK,mFRR,Down,8,07:00:00,08:00:00,0.0,EUR,2021-02-05
320,SK,mFRR,Down,9,08:00:00,09:00:00,0.0,EUR,2021-02-05
321,SK,mFRR,Down,10,09:00:00,10:00:00,0.0,EUR,2021-02-05
322,SK,mFRR,Down,11,10:00:00,11:00:00,0.0,EUR,2021-02-05
323,SK,mFRR,Down,12,11:00:00,12:00:00,0.0,EUR,2021-02-05
324,SK,mFRR,Down,13,12:00:00,13:00:00,0.0,EUR,2021-02-05
325,SK,mFRR,Down,14,13:00:00,14:00:00,0.0,EUR,2021-02-05
326,SK,mFRR,Down,15,14:00:00,15:00:00,0.0,EUR,2021-02-05
327,SK,mFRR,Down,16,15:00:00,16:00:00,0.0,EUR,2021-02-05
328,SK,mFRR,Down,17,16:00:00,17:00:00,0.0,EUR,2021-02-05
329,SK,mFRR,Down,18,17:00:00,18:00:00,0.0,EUR,2021-02-05
330,SK,mFRR,Down,19,18:00:00,19:00:00,0.0,EUR,2021-02-05
331,SK,mFRR,Down,20,19:00:00,20:00:00,0.0,EUR,2021-02-05
